stop_id,stop_name,stop_lat,stop_lon
RS_ACC1_S-2-8007,재송,35.188080000,129.120090000
RS_ACC1_S-2-8008,센텀,35.179510000,129.124440000
RS_ACC1_S-2-8009,벡스코,35.171240000,129.136710000
RS_ACC1_S-2-8010,신해운대,35.181730000,129.176850000
RS_ACC1_S-2-8011,송정,35.187770000,129.202090000
RS_ACC1_S-2-8012,오시리아,35.196250000,129.208310000
RS_ACC1_S-2-8013,기장,35.244550000,129.218860000
RS_ACC1_S-2-8014,일광,35.267580000,129.233090000
RS_ACC1_S-2-8015,부산원동,35.193700000,129.114200000
RS_ACC1_S-2-8016,좌천,35.311810000,129.245300000
RS_ACC1_S-2-8017,월내,35.328080000,129.276720000
RS_ACC1_S-2-8018,서생,35.346200000,129.293050000
RS_ACC1_S-2-8019,남창,35.418540000,129.282890000
RS_ACC1_S-2-8020,망양,35.456520000,129.287870000
RS_ACC1_S-2-8021,덕하,35.493960000,129.303060000
RS_ACC1_S-2-8022,개운포,35.507910000,129.321190000
RS_ACC1_S-2-8023,태화강,35.538440000,129.353790000
RS_ACC1_S-3-0115,설화명곡,35.798720000,128.489360000
RS_ACC1_S-3-0116,화원,35.804420000,128.500640000
RS_ACC1_S-3-0117,대곡,35.809410000,128.512450000
RS_ACC1_S-3-0118,진천,35.813780000,128.522670000
RS_ACC1_S-3-0119,월배,35.816150000,128.530400000
RS_ACC1_S-3-0120,상인,35.818950000,128.537830000
RS_ACC1_S-3-0121,월촌,35.823740000,128.545520000
RS_ACC1_S-3-0122,송현,35.831070000,128.551770000
RS_ACC1_S-3-0123,성당못,35.837120000,128.557160000
RS_ACC1_S-3-0124,대명,35.839300000,128.565400000
RS_ACC1_S-3-0125,안지랑,35.839220000,128.574070000
RS_ACC1_S-3-0126,현충로,35.840640000,128.580920000
RS_ACC1_S-3-0127,영대병원,35.844380000,128.588600000
RS_ACC1_S-3-0128,교대,35.850720000,128.590600000
RS_ACC1_S-3-0129,명덕,35.857620000,128.591030000
RS_ACC1_S-3-0130,반월당,35.864480000,128.593350000
RS_ACC1_S-3-0131,중앙로,35.870970000,128.594040000
RS_ACC1_S-3-0132,대구,35.876320000,128.597050000
RS_ACC1_S-3-0133,칠성시장,35.876090000,128.605090000
RS_ACC1_S-3-0134,신천,35.874620000,128.617610000
RS_ACC1_S-3-0135,동대구,35.877140000,128.628340000
RS_ACC1_S-3-0136,큰고개,35.884330000,128.632190000
RS_ACC1_S-3-0137,아양교,35.887190000,128.639940000
RS_ACC1_S-3-0138,동촌,35.886040000,128.650340000
RS_ACC1_S-3-0139,해안,35.883580000,128.659330000
RS_ACC1_S-3-0140,방촌,35.879660000,128.670010000
RS_ACC1_S-3-0141,용계,35.876120000,128.681990000
RS_ACC1_S-3-0142,율하,35.869800000,128.692700000
RS_ACC1_S-3-0143,신기,35.866590000,128.702470000
RS_ACC1_S-3-0144,반야월,35.866040000,128.713520000
RS_ACC1_S-3-0145,각산,35.868040000,128.724460000
RS_ACC1_S-3-0146,안심,35.871210000,128.733660000
RS_ACC1_S-3-0216,문양,35.863980000,128.437260000
RS_ACC1_S-3-0217,다사,35.864950000,128.458280000
RS_ACC1_S-3-0218,대실,35.857330000,128.465590000
RS_ACC1_S-3-0219,강창,35.853070000,128.478530000
RS_ACC1_S-3-0220,계명대,35.851490000,128.492020000
RS_ACC1_S-3-0221,성서산업단지,35.851730000,128.507060000
RS_ACC1_S-3-0222,이곡,35.850620000,128.515800000
RS_ACC1_S-3-0223,용산,35.849010000,128.528720000
RS_ACC1_S-3-0224,죽전,35.850710000,128.538800000
RS_ACC1_S-3-0225,감삼,35.854280000,128.548100000
RS_ACC1_S-3-0226,두류,35.857230000,128.555620000
RS_ACC1_S-3-0227,내당,35.860110000,128.564640000
RS_ACC1_S-3-0228,반고개,35.862240000,128.572720000
RS_ACC1_S-3-0229,청라언덕,35.864820000,128.582370000
RS_ACC1_S-3-0230,반월당,35.865450000,128.593410000
RS_ACC1_S-3-0231,경대병원,35.863200000,128.602700000
RS_ACC1_S-3-0232,대구은행,35.859740000,128.614120000
RS_ACC1_S-3-0233,범어,35.859060000,128.626200000
RS_ACC1_S-3-0234,수성구청,35.858800000,128.635590000
RS_ACC1_S-3-0235,만촌,35.858840000,128.644910000
RS_ACC1_S-3-0236,담티,35.854800000,128.653960000
RS_ACC1_S-3-0237,연호,35.846550000,128.671700000
RS_ACC1_S-3-0238,대공원,35.842610000,128.679860000
RS_ACC1_S-3-0239,고산,35.842920000,128.693270000
RS_ACC1_S-3-0240,신매,35.840810000,128.704970000
RS_ACC1_S-3-0241,사월,35.836950000,128.715440000
RS_ACC1_S-3-0242,정평,35.834050000,128.728550000
RS_ACC1_S-3-0243,임당,35.834060000,128.741030000
RS_ACC1_S-3-0244,영남대,35.836350000,128.753130000
RS_ACC1_S-3-0312,칠곡경대병원,35.958280000,128.559890000
RS_ACC1_S-3-0313,학정,35.951560000,128.559200000
RS_ACC1_S-3-0314,팔거,35.944040000,128.558330000
RS_ACC1_S-3-0315,동천,35.937430000,128.556530000
RS_ACC1_S-3-0316,칠곡운암,35.931690000,128.554670000
RS_ACC1_S-3-0317,구암,35.925450000,128.550170000
RS_ACC1_S-3-0318,태전,35.919260000,128.547400000
RS_ACC1_S-3-0319,매천,35.912700000,128.543450000
RS_ACC1_S-3-0320,매천시장,35.903980000,128.545610000
RS_ACC1_S-3-0321,팔달,35.897830000,128.546750000
RS_ACC1_S-3-0322,공단,35.891980000,128.553600000
RS_ACC1_S-3-0323,만평,35.889770000,128.561390000
RS_ACC1_S-3-0324,팔달시장,35.888850000,128.567890000
RS_ACC1_S-3-0325,원대,35.887840000,128.574360000
RS_ACC1_S-3-0326,북구청,35.883820000,128.581450000
RS_ACC1_S-3-0327,달성공원,35.875680000,128.582090000
RS_ACC1_S-3-0328,서문시장,35.869650000,128.582240000
RS_ACC1_S-3-0329,청라언덕,35.864200000,128.582380000
RS_ACC1_S-3-0330,남산,35.856690000,128.583450000
RS_ACC1_S-3-0331,명덕,35.856950000,128.590290000
RS_ACC1_S-3-0332,건들바위,35.855370000,128.599600000
RS_ACC1_S-3-0333,대봉교,35.854990000,128.606030000
RS_ACC1_S-3-0334,수성시장,35.854290000,128.616260000
RS_ACC1_S-3-0335,수성구민운동장,35.852380000,128.625210000
RS_ACC1_S-3-0336,어린이회관,35.845170000,128.624470000
RS_ACC1_S-3-0337,황금,35.839630000,128.624130000
RS_ACC1_S-3-0338,수성못,35.831730000,128.623230000
RS_ACC1_S-3-0339,지산,35.825150000,128.631940000
RS_ACC1_S-3-0340,범물,35.820840000,128.640100000
RS_ACC1_S-3-0341,용지,35.818250000,128.646700000
RS_ACC1_S-4-0100,녹동역,35.107030000,126.933930000
RS_ACC1_S-4-0101,소태역,35.124110000,126.932010000
RS_ACC1_S-4-0102,학동증심사입구역,35.133020000,126.928380000
RS_ACC1_S-4-0103,남광주역,35.147850000,126.921810000
RS_ACC1_S-4-0104,문화전당역,35.144700000,126.919670000
RS_ACC1_S-4-0105,금남로4가역,35.150980000,126.914450000
RS_ACC1_S-4-0106,금남로5가역,35.153710000,126.910930000
RS_ACC1_S-4-0107,양동시장역,35.154180000,126.904490000
RS_ACC1_S-4-0108,돌고개역,35.152050000,126.895640000
RS_ACC1_S-4-0109,농성역,35.153560000,126.883970000
RS_ACC1_S-4-0110,화정역,35.150380000,126.877700000
RS_ACC1_S-4-0111,쌍촌역,35.151790000,126.869520000
RS_ACC1_S-4-0112,운천역,35.150490000,126.858690000
RS_ACC1_S-4-0113,상무역,35.146780000,126.848640000
RS_ACC1_S-4-0114,김대중컨벤션센터,35.143210000,126.841440000
RS_ACC1_S-4-0115,공항역,35.144180000,126.811210000
RS_ACC1_S-4-0116,송정공원역,35.143570000,126.799250000
RS_ACC1_S-4-0117,광주송정역,35.137530000,126.791490000
RS_ACC1_S-4-0118,도산역,35.131710000,126.787940000
RS_ACC1_S-4-0119,평동역,35.124580000,126.769590000
RS_ACC1_S-5-0101,판암,36.316900000,127.458260000
RS_ACC1_S-5-0102,신흥,36.319650000,127.448790000
RS_ACC1_S-5-0103,대동,36.329530000,127.442850000
RS_ACC1_S-5-0104,대전,36.331580000,127.433120000
RS_ACC1_S-5-0105,중앙로,36.328660000,127.425840000
RS_ACC1_S-5-0106,중구청,36.324830000,127.419630000
RS_ACC1_S-5-0107,서대전네거리,36.322420000,127.412520000
RS_ACC1_S-5-0108,오룡,36.328580000,127.405050000
RS_ACC1_S-5-0109,용문,36.338250000,127.393320000
RS_ACC1_S-5-0110,탄방,36.345440000,127.384600000
RS_ACC1_S-5-0111,시청,36.351670000,127.386740000
RS_ACC1_S-5-0112,정부청사,36.357660000,127.381050000
RS_ACC1_S-5-0113,갈마,36.357520000,127.372630000
RS_ACC1_S-5-0114,월평,36.358270000,127.364380000
RS_ACC1_S-5-0115,갑천,36.354580000,127.354470000
RS_ACC1_S-5-0116,유성온천,36.353690000,127.341520000
RS_ACC1_S-5-0117,구암,36.356610000,127.330830000
RS_ACC1_S-5-0118,현충원,36.359020000,127.321530000
RS_ACC1_S-5-0119,월드컵경기장,36.366830000,127.317860000
RS_ACC1_S-5-0120,노은,36.374150000,127.317840000
RS_ACC1_S-5-0121,지족,36.384110000,127.319500000
RS_ACC1_S-5-0122,반석,36.392130000,127.314580000
RS_ACC4_010000,서울,37.554730000,126.970600000
RS_ACC4_010032,용산,37.529850000,126.964320000
RS_ACC4_010091,영등포,37.515220000,126.907700000
RS_ACC4_010239,안양,37.401640000,126.923080000
RS_ACC4_010415,수원,37.266610000,126.999270000
RS_ACC4_010570,오산,37.145540000,127.066980000
RS_ACC4_010670,서정리,37.056940000,127.053210000
RS_ACC4_010754,평택,36.990860000,127.085030000
RS_ACC4_010848,성환,36.915700000,127.126730000
RS_ACC4_010971,천안,36.809000000,127.146750000
RS_ACC4_011154,전의,36.678110000,127.203150000
RS_ACC4_011298,조치원,36.600870000,127.296030000
RS_ACC4_011403,부강,36.532380000,127.365340000
RS_ACC4_011524,신탄진,36.449420000,127.428360000
RS_ACC4_011668,대전,36.332160000,127.434150000
RS_ACC4_011833,옥천,36.297830000,127.565460000
RS_ACC4_011916,이원,36.243780000,127.618190000
RS_ACC4_011972,지탄,36.241670000,127.676410000
RS_ACC4_012016,심천,36.237400000,127.720210000
RS_ACC4_012054,각계,36.208030000,127.725670000
RS_ACC4_012124,영동,36.172280000,127.786730000
RS_ACC4_012270,황간,36.224160000,127.911400000
RS_ACC4_012355,추풍령,36.213160000,127.995970000
RS_ACC4_012546,김천,36.124330000,128.114880000
RS_ACC4_012775,구미,36.128310000,128.330750000
RS_ACC4_012903,약목,36.037680000,128.364120000
RS_ACC4_012968,왜관,35.993110000,128.400590000
RS_ACC4_013067,신동,35.955430000,128.486080000
RS_ACC4_013189,서대구,35.881360000,128.542080000
RS_ACC4_013239,대구,35.875750000,128.595500000
RS_ACC4_013271,동대구,35.879080000,128.628590000
RS_ACC4_013395,경산,35.819930000,128.727370000
RS_ACC4_013542,남성현,35.705100000,128.716840000
RS_ACC4_013629,청도,35.640350000,128.745930000
RS_ACC4_013747,상동,35.556370000,128.760740000
RS_ACC4_013841,밀양,35.474980000,128.771440000
RS_ACC4_013967,삼랑진,35.398910000,128.843440000
RS_ACC4_014058,원동,35.363400000,128.919680000
RS_ACC4_014150,물금,35.306840000,128.985140000
RS_ACC4_014244,화명,35.235140000,129.007870000
RS_ACC4_014281,구포,35.205110000,128.997510000
RS_ACC4_014331,사상,35.162570000,128.988810000
RS_ACC4_014445,부산,35.115160000,129.041560000
RS_ACC4_020040,상봉,37.596840000,127.084920000
RS_ACC4_020178,덕소,37.587110000,127.208760000
RS_ACC4_020524,양평,37.492960000,127.491990000
RS_ACC4_020641,용문,37.482270000,127.594600000
RS_ACC4_020677,지평,37.476130000,127.629910000
RS_ACC4_020717,석불,37.460050000,127.654680000
RS_ACC4_020760,일신,37.445450000,127.688390000
RS_ACC4_020803,매곡,37.436530000,127.730680000
RS_ACC4_020845,양동,37.420340000,127.754870000
RS_ACC4_020864,서원주,37.348670000,127.839110000
RS_ACC4_020884,삼산,37.392280000,127.779660000
RS_ACC4_020947,원주,37.316230000,127.921790000
RS_ACC4_021033,만종,37.356440000,127.896840000
RS_ACC4_021478,봉양,37.129940000,128.129360000
RS_ACC4_021549,제천,37.127620000,128.204960000
RS_ACC4_021784,단양,36.974030000,128.344080000
RS_ACC4_022053,풍기,36.874050000,128.524310000
RS_ACC4_022188,영주,36.811990000,128.625940000
RS_ACC4_022558,안동,36.574420000,128.674870000
RS_ACC4_022844,의성,36.354500000,128.693190000
RS_ACC4_022961,탑리,36.260500000,128.682690000
RS_ACC4_023127,화본,36.127740000,128.695040000
RS_ACC4_023279,신녕,36.034560000,128.790470000
RS_ACC4_023424,북영천,35.966430000,128.916960000
RS_ACC4_023449,영천,35.958910000,128.939470000
RS_ACC4_023601,아화,35.898150000,129.051820000
RS_ACC4_030057,서대전,36.322730000,127.403130000
RS_ACC4_030254,계룡,36.272840000,127.265560000
RS_ACC4_030396,연산,36.212050000,127.200920000
RS_ACC4_030508,논산,36.206820000,127.092850000
RS_ACC4_030607,강경,36.153680000,127.016000000
RS_ACC4_030718,함열,36.080000000,126.956900000
RS_ACC4_030879,익산,35.941690000,126.945260000
RS_ACC4_031056,김제,35.792880000,126.904230000
RS_ACC4_031179,신태인,35.687840000,126.884260000
RS_ACC4_031314,정읍,35.575670000,126.842700000
RS_ACC4_031486,백양사,35.431720000,126.808100000
RS_ACC4_031638,장성,35.299240000,126.779850000
RS_ACC4_031857,광주송정,35.138040000,126.790640000
RS_ACC4_031998,나주,35.013570000,126.717470000
RS_ACC4_032099,다시,35.016330000,126.641100000
RS_ACC4_032212,함평,35.023590000,126.539280000
RS_ACC4_032273,무안,34.962430000,126.517540000
RS_ACC4_032313,몽탄,34.929650000,126.503890000
RS_ACC4_032422,일로,34.848320000,126.477310000
RS_ACC4_032489,임성리,34.820360000,126.436200000
RS_ACC4_032563,목포,34.795870000,126.389430000
RS_ACC4_040133,삼례,35.905560000,127.064920000
RS_ACC4_040257,전주,35.849950000,127.162050000
RS_ACC4_040536,임실,35.633100000,127.290330000
RS_ACC4_040667,오수,35.543130000,127.320270000
RS_ACC4_040868,남원,35.412240000,127.361460000
RS_ACC4_041072,곡성,35.283610000,127.304190000
RS_ACC4_041285,구례구,35.163100000,127.452680000
RS_ACC4_041595,순천,34.946480000,127.502490000
RS_ACC4_041866,여천,34.779130000,127.663850000
RS_ACC4_041993,여수EXPO,34.754000000,127.748690000
RS_ACC4_050044,오송,36.619580000,127.328120000
RS_ACC4_050114,청주,36.647250000,127.391880000
RS_ACC4_050215,오근장,36.699730000,127.477930000
RS_ACC4_050244,청주공항,36.723320000,127.490380000
RS_ACC4_050366,증평,36.777630000,127.583410000
RS_ACC4_050596,음성,36.925600000,127.703970000
RS_ACC4_050719,주덕,36.972950000,127.802420000
RS_ACC4_050827,충주,36.974840000,127.908180000
RS_ACC4_051006,삼탄,37.073250000,128.038840000
RS_ACC4_080045,아산,36.792570000,127.104910000
RS_ACC4_080147,온양온천,36.780480000,127.003200000
RS_ACC4_080309,도고온천,36.749370000,126.889080000
RS_ACC4_080353,신례원,36.726240000,126.848120000
RS_ACC4_080402,예산,36.686310000,126.828990000
RS_ACC4_080492,삽교,36.679530000,126.752360000
RS_ACC4_080622,홍성,36.599650000,126.681040000
RS_ACC4_080749,광천,36.501640000,126.622380000
RS_ACC4_080827,청소,36.446620000,126.591750000
RS_ACC4_080952,대천,36.342010000,126.586320000
RS_ACC4_081099,신웅천,36.235380000,126.606920000
RS_ACC4_081240,판교,36.156000000,126.679680000
RS_ACC4_081318,장항,36.039930000,126.714070000
RS_ACC4_081343,서천,36.080630000,126.708370000
RS_ACC4_081388,군산,35.999020000,126.760500000
RS_ACC4_110147,행신,37.612110000,126.835200000
RS_ACC4_130070,옥수,37.540660000,127.018730000
RS_ACC4_130104,왕십리,37.562070000,127.038480000
RS_ACC4_130126,청량리,37.580690000,127.048480000
RS_ACC4_130531,동두천,37.927970000,127.055010000
RS_ACC4_130556,소요산,37.949000000,127.061240000
RS_ACC4_130597,초성리,37.982250000,127.067710000
RS_ACC4_130627,한탄강,38.006860000,127.065430000
RS_ACC4_130652,전곡,38.024770000,127.071670000
RS_ACC4_130738,연천,38.101410000,127.073910000
RS_ACC4_130774,신망리,38.132350000,127.077560000
RS_ACC4_130844,대광리,38.185170000,127.108400000
RS_ACC4_130888,신탄리,38.212700000,127.139140000
RS_ACC4_130944,백마고지,38.257550000,127.166150000
RS_ACC4_140098,퇴계원,37.648180000,127.143690000
RS_ACC4_140133,사릉,37.651290000,127.176150000
RS_ACC4_140214,평내호평,37.652980000,127.244330000
RS_ACC4_140277,마석,37.652530000,127.311720000
RS_ACC4_140436,청평,37.735340000,127.427130000
RS_ACC4_140576,가평,37.814270000,127.510720000
RS_ACC4_140701,강촌,37.805640000,127.634130000
RS_ACC4_140840,남춘천,37.864200000,127.723670000
RS_ACC4_140873,춘천,37.884760000,127.716990000
RS_ACC4_250428,부발,37.260340000,127.490350000
RS_ACC4_280090,가남,37.197260000,127.535560000
RS_ACC4_280212,감곡장호원,37.127070000,127.635640000
RS_ACC4_280358,앙성온천,37.091960000,127.787030000
RS_ACC4_300200,옥산,36.283200000,128.095270000
RS_ACC4_300271,청리,36.339850000,128.129320000
RS_ACC4_300360,상주,36.410790000,128.164680000
RS_ACC4_300558,함창,36.570420000,128.175480000
RS_ACC4_300600,점촌,36.595860000,128.204550000
RS_ACC4_300669,용궁,36.606780000,128.273040000
RS_ACC4_300733,개포,36.626620000,128.327710000
RS_ACC4_300850,예천,36.647010000,128.443780000
RS_ACC4_320131,대야,35.944690000,126.824110000
RS_ACC4_600147,봉화,36.891300000,128.726540000
RS_ACC4_600379,춘양,36.938610000,128.920170000
RS_ACC4_600476,임기,36.903810000,128.999320000
RS_ACC4_600527,현동,36.937380000,129.012460000
RS_ACC4_600593,분천,36.932400000,129.057940000
RS_ACC4_600655,양원,36.964440000,129.091710000
RS_ACC4_600692,승부,36.992740000,129.084220000
RS_ACC4_600768,석포,37.045730000,129.060360000
RS_ACC4_600870,철암,37.113660000,129.036400000
RS_ACC4_601122,도계,37.229920000,129.044810000
RS_ACC4_601275,신기,37.346460000,129.084730000
RS_ACC4_601485,동해,37.499000000,129.123870000
RS_ACC4_601545,묵호,37.547620000,129.107790000
RS_ACC4_601774,정동진,37.691810000,129.032470000
RS_ACC4_601936,강릉,37.769500000,128.906140000
RS_ACC4_650177,쌍룡,37.175300000,128.329030000
RS_ACC4_650341,영월,37.182260000,128.481490000
RS_ACC4_650515,예미,37.212670000,128.648460000
RS_ACC4_650722,민둥산,37.244440000,128.773260000
RS_ACC4_650782,사북,37.225860000,128.817040000
RS_ACC4_650828,고한,37.201080000,128.852240000
RS_ACC4_650978,태백,37.176040000,128.983560000
RS_ACC4_651053,동백산,37.154650000,129.034340000
RS_ACC4_750046,부전,35.163860000,129.059010000
RS_ACC4_750161,센텀,35.179460000,129.124680000
RS_ACC4_750189,신해운대,35.181950000,129.176720000
RS_ACC4_750329,기장,35.243720000,129.218990000
RS_ACC4_750560,남창,35.418370000,129.283170000
RS_ACC4_750726,태화강,35.539550000,129.355040000
RS_ACC4_750781,북울산,35.614730000,129.372490000
RS_ACC4_830200,하양,35.909630000,128.818860000
RS_ACC4_880099,한림정,35.322370000,128.803840000
RS_ACC4_880177,진영,35.298640000,128.773720000
RS_ACC4_880179,진례,35.266540000,128.762740000
RS_ACC4_880281,창원중앙,35.242670000,128.701550000
RS_ACC4_880310,창원,35.257550000,128.606760000
RS_ACC4_880345,마산,35.236270000,128.576760000
RS_ACC4_880408,중리,35.250020000,128.518530000
RS_ACC4_880520,함안,35.249340000,128.424690000
RS_ACC4_880608,군북,35.252100000,128.351830000
RS_ACC4_880766,반성,35.174790000,128.258020000
RS_ACC4_881014,진주,35.150220000,128.118520000
RS_ACC4_881168,완사,35.134350000,127.977290000
RS_ACC4_881269,북천,35.111690000,127.888560000
RS_ACC4_881386,횡천,35.102360000,127.803250000
RS_ACC4_881460,하동,35.063210000,127.761220000
RS_ACC4_881538,진상,35.016380000,127.719840000
RS_ACC4_881708,광양,34.956230000,127.587630000
RS_ACC4_882034,벌교,34.841800000,127.345790000
RS_ACC4_882141,조성,34.806500000,127.248390000
RS_ACC4_882194,예당,34.778250000,127.202290000
RS_ACC4_882237,득량,34.761100000,127.171060000
RS_ACC4_882328,보성,34.766620000,127.081890000
RS_ACC4_882416,명봉,34.828400000,127.075380000
RS_ACC4_882544,이양,34.890760000,126.990160000
RS_ACC4_882666,능주,34.985300000,126.964470000
RS_ACC4_882755,화순,35.051140000,126.962530000
RS_ACC4_882904,효천,35.104540000,126.877730000
RS_ACC4_882936,서광주,35.124790000,126.847170000
RS_ACC4_883012,광주,35.165790000,126.909410000
RS_ACC4_883086,극락강,35.175430000,126.829300000
RS_ACC4_8B0082,서경주,35.884390000,129.180590000
RS_ACC4_8B0190,신안강,35.970730000,129.233480000
RS_ACC4_8B0351,포항,36.071250000,129.342730000
RS_ACC4_8B0504,월포,36.204050000,129.366780000
RS_ACC4_8B0595,장사,36.284110000,129.369260000
RS_ACC4_8B0671,강구,36.352290000,129.372340000
RS_ACC4_8B0737,영덕,36.410730000,129.377210000
RS_ACC4_H10219,광명,37.416490000,126.884130000
RS_ACC4_H10960,천안아산,36.794200000,127.104610000
RS_ACC4_H12383,김천구미,36.113000000,128.180600000
RS_ACC4_H13421,신경주,35.798410000,129.139370000
RS_ACC4_H13717,울산,35.550690000,129.138280000
RS_ACC4_H20438,공주,36.332700000,127.096540000
RS_ACC4_H30000,수서,37.485550000,127.104470000
RS_ACC4_H30326,동탄,37.200060000,127.095420000
RS_ACC4_H30536,지제,37.018350000,127.069570000
RS_ACC4_N10230,횡성,37.481940000,128.009730000
RS_ACC4_N10428,둔내,37.510230000,128.221290000
RS_ACC4_N10625,평창,37.562570000,128.429480000
RS_ACC4_N10787,진부,37.642690000,128.574520000
